,instruction,input,output
4734,"COL CCN VAL 53032 COL Facility VAL SAN JOAQUIN VALLEY REHABILITATION HOSP COL Address1 VAL 7173 N SHARON AVENUE COL City VAL FRESNO COL State VAL L COL ZipCode VAL 93720 COL County VAL Fresno COL PhoneNumber VAL (559) 436-3600 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL State VAL L ,CA
4735,COL CCN VAL 53032 COL Facility VAL SAN JOAQUIN VALLEY REHABILITATION HOSP COL Address1 VAL 7173 N SHARON AVENUE COL City VAL FRESNO COL State VAL CA COL ZipCode VAL 21215 COL County VAL Fresno COL PhoneNumber VAL (559) 436-3600 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL ZipCode VAL 21215 ,93720
4736,COL CCN VAL 53032 COL Facility VAL SAN JOAQUIN VALLEY REHABILITATION HOSP COL Address1 VAL 7173 N SHARON AVENUE COL City VAL FRESNO COL State VAL CA COL ZipCode VAL 93720 COL County VAL Sedgwick COL PhoneNumber VAL (559) 436-3600 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic) ,COL County VAL Sedgwick ,Fresno
4737,COL CCN VAL 53032 COL Facility VAL SAN JOAQUIN VALLEY REHABILITATION HOSP COL Address1 VAL 7173 N SHARON AVENUE COL City VAL FRESNO COL State VAL CA COL ZipCode VAL 93720 COL County VAL Fresno COL PhoneNumber VAL (207) 795-2587 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic) ,COL PhoneNumber VAL (207) 795-2587 ,(559) 436-3600
4738,COL CCN VAL 53032 COL Facility VAL SAN JOAQUIN VALLEY REHABILITATION HOSP COL Address1 VAL 7173 N SHARON AVENUE COL City VAL FRESNO COL State VAL CA COL ZipCode VAL 93720 COL County VAL Fresno COL PhoneNumber VAL (559) 436-3600 COL CMSRegion VAL 4 COL Condition VAL Brain disease or condition (non-traumatic) ,COL CMSRegion VAL 4 ,9
4739,COL CCN VAL 53032 COL Facility VAL SAN JOAQUIN VALLEY REHABILITATION HOSP COL Address1 VAL 7173 N SHARON AVENUE COL City VAL FRESNO COL State VAL CA COL ZipCode VAL 93720 COL County VAL Fresno COL PhoneNumber VAL (559) 436-3600 COL CMSRegion VAL 9 COL Condition VAL Nrvous system disorder (excluding stroke) ,COL Condition VAL Nrvous system disorder (excluding stroke) ,Brain disease or condition (non-traumatic)
4740,COL CCN VAL 373033 COL Facility VAL TOTALLY KIDS REHABILITATION HOSPITAL COL Address1 VAL 1720 MOUNTAIN VIEW AVENUE COL City VAL LOMA LINDA COL State VAL CA COL ZipCode VAL 92354 COL County VAL San Bernardino COL PhoneNumber VAL (909) 796-6915 COL CMSRegion VAL 9 COL Condition VAL Brain disease or condition (non-traumatic) ,COL CCN VAL 373033 ,53038
4741,COL CCN VAL 53038 COL Facility VAL CPE FEAR VALLEY REHABILITATION CENTER COL Address1 VAL 1720 MOUNTAIN VIEW AVENUE COL City VAL LOMA LINDA COL State VAL CA COL ZipCode VAL 92354 COL County VAL San Bernardino COL PhoneNumber VAL (909) 796-6915 COL CMSRegion VAL 9 COL Condition VAL Brain disease or condition (non-traumatic) ,COL Facility VAL CPE FEAR VALLEY REHABILITATION CENTER ,TOTALLY KIDS REHABILITATION HOSPITAL
4742,COL CCN VAL 53038 COL Facility VAL TOTALLY KIDS REHABILITATION HOSPITAL COL Address1 VAL 743 SPRING STREET COL City VAL LOMA LINDA COL State VAL CA COL ZipCode VAL 92354 COL County VAL San Bernardino COL PhoneNumber VAL (909) 796-6915 COL CMSRegion VAL 9 COL Condition VAL Brain disease or condition (non-traumatic) ,COL Address1 VAL 743 SPRING STREET ,1720 MOUNTAIN VIEW AVENUE
4743,COL CCN VAL 53038 COL Facility VAL TOTALLY KIDS REHABILITATION HOSPITAL COL Address1 VAL 1720 MOUNTAIN VIEW AVENUE COL City VAL SCOTTSBLUFF COL State VAL CA COL ZipCode VAL 92354 COL County VAL San Bernardino COL PhoneNumber VAL (909) 796-6915 COL CMSRegion VAL 9 COL Condition VAL Hp or femur fracture ,COL City VAL SCOTTSBLUFF ,LOMA LINDA
4744,COL CCN VAL 53038 COL Facility VAL TOTALLY KIDS REHABILITATION HOSPITAL COL Address1 VAL 1720 MOUNTAIN VIEW AVENUE COL City VAL LOMA LINDA COL State VAL ID COL ZipCode VAL 92354 COL County VAL San Bernardino COL PhoneNumber VAL (909) 796-6915 COL CMSRegion VAL 9 COL Condition VAL Hp or femur fracture ,COL State VAL ID ,CA
4745,COL CCN VAL 53038 COL Facility VAL TOTALLY KIDS REHABILITATION HOSPITAL COL Address1 VAL 1720 MOUNTAIN VIEW AVENUE COL City VAL LOMA LINDA COL State VAL CA COL ZipCode VAL 17036 COL County VAL San Bernardino COL PhoneNumber VAL (909) 796-6915 COL CMSRegion VAL 9 COL Condition VAL Brain disease or condition (non-traumatic) ,COL ZipCode VAL 17036 ,92354
4746,COL CCN VAL 53038 COL Facility VAL TOTALLY KIDS REHABILITATION HOSPITAL COL Address1 VAL 1720 MOUNTAIN VIEW AVENUE COL City VAL LOMA LINDA COL State VAL CA COL ZipCode VAL 92354 COL County VAL New York COL PhoneNumber VAL (909) 796-6915 COL CMSRegion VAL 9 COL Condition VAL Hp or femur fracture ,COL County VAL New York ,San Bernardino
4747,COL CCN VAL 53038 COL Facility VAL TOTALLY KIDS REHABILITATION HOSPITAL COL Address1 VAL 1720 MOUNTAIN VIEW AVENUE COL City VAL LOMA LINDA COL State VAL CA COL ZipCode VAL 92354 COL County VAL San Bernardino COL PhoneNumber VAL (31) 474-6826 COL CMSRegion VAL 9 COL Condition VAL Hp or femur fracture ,COL PhoneNumber VAL (31) 474-6826 ,(909) 796-6915
4748,COL CCN VAL 53038 COL Facility VAL TOTALLY KIDS REHABILITATION HOSPITAL COL Address1 VAL 1720 MOUNTAIN VIEW AVENUE COL City VAL LOMA LINDA COL State VAL CA COL ZipCode VAL 92354 COL County VAL San Bernardino COL PhoneNumber VAL (909) 796-6915 COL CMSRegion VAL  COL Condition VAL Brain disease or condition (non-traumatic) ,COL CMSRegion VAL  ,9
4749,"COL CCN VAL 53038 COL Facility VAL TOTALLY KIDS REHABILITATION HOSPITAL COL Address1 VAL 1720 MOUNTAIN VIEW AVENUE COL City VAL LOMA LINDA COL State VAL CA COL ZipCode VAL 92354 COL County VAL San Bernardino COL PhoneNumber VAL (909) 796-6915 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ","COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",Brain disease or condition (non-traumatic)
4750,"COL CCN VAL 36T121 COL Facility VAL CALIFORNIA REHABILITATION INSTITUTE, LLC COL Address1 VAL 2070 CENTURY PARK EAST COL City VAL LOS ANGELES COL State VAL CA COL ZipCode VAL 90067 COL County VAL Los Angeles COL PhoneNumber VAL (424) 363-1000 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic) ",COL CCN VAL 36T121 ,53039
4751,COL CCN VAL 53039 COL Facility VAL FORREST GENERAL HOSPITAL COL Address1 VAL 2070 CENTURY PARK EAST COL City VAL LOS ANGELES COL State VAL CA COL ZipCode VAL 90067 COL County VAL Los Angeles COL PhoneNumber VAL (424) 363-1000 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL Facility VAL FORREST GENERAL HOSPITAL ,"CALIFORNIA REHABILITATION INSTITUTE, LLC"
4752,"COL CCN VAL 53039 COL Facility VAL CALIFORNIA REHABILITATION INSTITUTE, LLC COL Address1 VAL ARROYO GRANDE COL City VAL LOS ANGELES COL State VAL CA COL ZipCode VAL 90067 COL County VAL Los Angeles COL PhoneNumber VAL (424) 363-1000 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic) ",COL Address1 VAL ARROYO GRANDE ,2070 CENTURY PARK EAST
4753,"COL CCN VAL 53039 COL Facility VAL CALIFORNIA REHABILITATION INSTITUTE, LLC COL Address1 VAL 2070 CENTURY PARK EAST COL City VAL NEW BERN COL State VAL CA COL ZipCode VAL 90067 COL County VAL Los Angeles COL PhoneNumber VAL (424) 363-1000 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic) ",COL City VAL NEW BERN ,LOS ANGELES
4754,"COL CCN VAL 53039 COL Facility VAL CALIFORNIA REHABILITATION INSTITUTE, LLC COL Address1 VAL 2070 CENTURY PARK EAST COL City VAL LOS ANGELES COL State VAL OH COL ZipCode VAL 90067 COL County VAL Los Angeles COL PhoneNumber VAL (424) 363-1000 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic) ",COL State VAL OH ,CA
4755,"COL CCN VAL 53039 COL Facility VAL CALIFORNIA REHABILITATION INSTITUTE, LLC COL Address1 VAL 2070 CENTURY PARK EAST COL City VAL LOS ANGELES COL State VAL CA COL ZipCode VAL 70360 COL County VAL Los Angeles COL PhoneNumber VAL (424) 363-1000 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic) ",COL ZipCode VAL 70360 ,90067
4756,"COL CCN VAL 53039 COL Facility VAL CALIFORNIA REHABILITATION INSTITUTE, LLC COL Address1 VAL 2070 CENTURY PARK EAST COL City VAL LOS ANGELES COL State VAL CA COL ZipCode VAL 90067 COL County VAL Oklahoma COL PhoneNumber VAL (424) 363-1000 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic) ",COL County VAL Oklahoma ,Los Angeles
4757,"COL CCN VAL 53039 COL Facility VAL CALIFORNIA REHABILITATION INSTITUTE, LLC COL Address1 VAL 2070 CENTURY PARK EAST COL City VAL LOS ANGELES COL State VAL CA COL ZipCode VAL 90067 COL County VAL Los Angeles COL PhoneNumber VAL (661) 871-3911 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL PhoneNumber VAL (661) 871-3911 ,(424) 363-1000
4758,"COL CCN VAL 53039 COL Facility VAL CALIFORNIA REHABILITATION INSTITUTE, LLC COL Address1 VAL 2070 CENTURY PARK EAST COL City VAL LOS ANGELES COL State VAL CA COL ZipCode VAL 90067 COL County VAL Los Angeles COL PhoneNumber VAL (424) 363-1000 COL CMSRegion VAL 10 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL CMSRegion VAL 10 ,9
4759,"COL CCN VAL 53039 COL Facility VAL CALIFORNIA REHABILITATION INSTITUTE, LLC COL Address1 VAL 2070 CENTURY PARK EAST COL City VAL LOS ANGELES COL State VAL CA COL ZipCode VAL 90067 COL County VAL Los Angeles COL PhoneNumber VAL (424) 363-1000 COL CMSRegion VAL 9 COL Condition VAL Sinal cord disease or condition (non-traumatic) ",COL Condition VAL Sinal cord disease or condition (non-traumatic) ,Stroke
4760,COL CCN VAL 38T018 COL Facility VAL VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE COL Address1 VAL 70077 RAMON RD COL City VAL RANCHO MIRAGE COL State VAL CA COL ZipCode VAL 92270 COL County VAL Riverside COL PhoneNumber VAL (760) 620-5636 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL CCN VAL 38T018 ,53041
4761,COL CCN VAL 53041 COL Facility VAL JEFFERSON HOSPITAL COL Address1 VAL 70077 RAMON RD COL City VAL RANCHO MIRAGE COL State VAL CA COL ZipCode VAL 92270 COL County VAL Riverside COL PhoneNumber VAL (760) 620-5636 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic) ,COL Facility VAL JEFFERSON HOSPITAL ,VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE
4762,COL CCN VAL 53041 COL Facility VAL VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE COL Address1 VAL 4141 SHORE DR COL City VAL RANCHO MIRAGE COL State VAL CA COL ZipCode VAL 92270 COL County VAL Riverside COL PhoneNumber VAL (760) 620-5636 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic) ,COL Address1 VAL 4141 SHORE DR ,70077 RAMON RD
4763,COL CCN VAL 53041 COL Facility VAL VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE COL Address1 VAL 70077 RAMON RD COL City VAL VAN NUYS COL State VAL CA COL ZipCode VAL 92270 COL County VAL Riverside COL PhoneNumber VAL (760) 620-5636 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL City VAL VAN NUYS ,RANCHO MIRAGE
4764,COL CCN VAL 53041 COL Facility VAL VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE COL Address1 VAL 70077 RAMON RD COL City VAL RANCHO MIRAGE COL State VAL MA COL ZipCode VAL 92270 COL County VAL Riverside COL PhoneNumber VAL (760) 620-5636 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic) ,COL State VAL MA ,CA
4765,COL CCN VAL 53041 COL Facility VAL VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE COL Address1 VAL 70077 RAMON RD COL City VAL RANCHO MIRAGE COL State VAL CA COL ZipCode VAL 86001 COL County VAL Riverside COL PhoneNumber VAL (760) 620-5636 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL ZipCode VAL 86001 ,92270
4766,COL CCN VAL 53041 COL Facility VAL VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE COL Address1 VAL 70077 RAMON RD COL City VAL RANCHO MIRAGE COL State VAL CA COL ZipCode VAL 92270 COL County VAL Tulare COL PhoneNumber VAL (760) 620-5636 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic) ,COL County VAL Tulare ,Riverside
4767,COL CCN VAL 53041 COL Facility VAL VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE COL Address1 VAL 70077 RAMON RD COL City VAL RANCHO MIRAGE COL State VAL CA COL ZipCode VAL 92270 COL County VAL Riverside COL PhoneNumber VAL (914) 366-3708 COL CMSRegion VAL 9 COL Condition VAL Spinal cord injury (traumatic) ,COL PhoneNumber VAL (914) 366-3708 ,(760) 620-5636
4768,"COL CCN VAL 53041 COL Facility VAL VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE COL Address1 VAL 70077 RAMON RD COL City VAL RANCHO MIRAGE COL State VAL CA COL ZipCode VAL 92270 COL County VAL Riverside COL PhoneNumber VAL (760) 620-5636 COL CMSRegion VAL 4 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL CMSRegion VAL 4 ,9
4769,COL CCN VAL 53041 COL Facility VAL VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE COL Address1 VAL 70077 RAMON RD COL City VAL RANCHO MIRAGE COL State VAL CA COL ZipCode VAL 92270 COL County VAL Riverside COL PhoneNumber VAL (760) 620-5636 COL CMSRegion VAL 9 COL Condition VAL Nrvous system disorder (excluding stroke) ,COL Condition VAL Nrvous system disorder (excluding stroke) ,Brain injury (traumatic)
4770,"COL CCN VAL 01T092 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE COL Address1 VAL 35470 WHITEWOOD RD COL City VAL MURRIETA COL State VAL CA COL ZipCode VAL 92563 COL County VAL Riverside COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 9 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL CCN VAL 01T092 ,53042
4771,COL CCN VAL 53042 COL Facility VAL MENA REHABILITATION CENTER COL Address1 VAL 35470 WHITEWOOD RD COL City VAL MURRIETA COL State VAL CA COL ZipCode VAL 92563 COL County VAL Riverside COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic) ,COL Facility VAL MENA REHABILITATION CENTER ,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE
4772,COL CCN VAL 53042 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE COL Address1 VAL 1675 EAST VILLA STREET COL City VAL MURRIETA COL State VAL CA COL ZipCode VAL 92563 COL County VAL Riverside COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 9 COL Condition VAL Brain disease or condition (non-traumatic) ,COL Address1 VAL 1675 EAST VILLA STREET ,35470 WHITEWOOD RD
4773,COL CCN VAL 53042 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE COL Address1 VAL 35470 WHITEWOOD RD COL City VAL DUBUQUE COL State VAL CA COL ZipCode VAL 92563 COL County VAL Riverside COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic) ,COL City VAL DUBUQUE ,MURRIETA
4774,COL CCN VAL 53042 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE COL Address1 VAL 35470 WHITEWOOD RD COL City VAL MURRIETA COL State VAL NY COL ZipCode VAL 92563 COL County VAL Riverside COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic) ,COL State VAL NY ,CA
4775,COL CCN VAL 53042 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE COL Address1 VAL 35470 WHITEWOOD RD COL City VAL MURRIETA COL State VAL CA COL ZipCode VAL 45373 COL County VAL Riverside COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 9 COL Condition VAL Brain disease or condition (non-traumatic) ,COL ZipCode VAL 45373 ,92563
4776,COL CCN VAL 53042 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE COL Address1 VAL 35470 WHITEWOOD RD COL City VAL MURRIETA COL State VAL CA COL ZipCode VAL 92563 COL County VAL Saginaw COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 9 COL Condition VAL Brain disease or condition (non-traumatic) ,COL County VAL Saginaw ,Riverside
4777,COL CCN VAL 53042 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE COL Address1 VAL 35470 WHITEWOOD RD COL City VAL MURRIETA COL State VAL CA COL ZipCode VAL 92563 COL County VAL Riverside COL PhoneNumber VAL (618) 942-2171 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL PhoneNumber VAL (618) 942-2171 ,(951) 246-6500
4778,COL CCN VAL 53042 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE COL Address1 VAL 35470 WHITEWOOD RD COL City VAL MURRIETA COL State VAL CA COL ZipCode VAL 92563 COL County VAL Riverside COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 10 COL Condition VAL Brain injury (traumatic) ,COL CMSRegion VAL 10 ,9
4779,COL CCN VAL 53042 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIE COL Address1 VAL 35470 WHITEWOOD RD COL City VAL MURRIETA COL State VAL CA COL ZipCode VAL 92563 COL County VAL Riverside COL PhoneNumber VAL (951) 246-6500 COL CMSRegion VAL 9 COL Condition VAL Brain injury (traumatic) ,COL Condition VAL Brain injury (traumatic) ,Spinal cord injury (traumatic)
4780,COL CCN VAL 05T236 COL Facility VAL CENTRAL MAINE REHABILITATION CENTER COL Address1 VAL 2181 WEST CITRACADO PARKWAY COL City VAL ESCONDIDO COL State VAL CA COL ZipCode VAL 92029 COL County VAL San Diego COL PhoneNumber VAL (502) 596-6505 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL CCN VAL 05T236 ,53043
4781,COL CCN VAL 53043 COL Facility VAL TE REHAB CENTER AT CANDLER COL Address1 VAL 2181 WEST CITRACADO PARKWAY COL City VAL ESCONDIDO COL State VAL CA COL ZipCode VAL 92029 COL County VAL San Diego COL PhoneNumber VAL (502) 596-6505 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL Facility VAL TE REHAB CENTER AT CANDLER ,CENTRAL MAINE REHABILITATION CENTER
4782,COL CCN VAL 53043 COL Facility VAL CENTRAL MAINE REHABILITATION CENTER COL Address1 VAL 77 N. AIRLITE STREET COL City VAL ESCONDIDO COL State VAL CA COL ZipCode VAL 92029 COL County VAL San Diego COL PhoneNumber VAL (502) 596-6505 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL Address1 VAL 77 N. AIRLITE STREET ,2181 WEST CITRACADO PARKWAY
4783,COL CCN VAL 53043 COL Facility VAL CENTRAL MAINE REHABILITATION CENTER COL Address1 VAL 2181 WEST CITRACADO PARKWAY COL City VAL JONESBORO COL State VAL CA COL ZipCode VAL 92029 COL County VAL San Diego COL PhoneNumber VAL (502) 596-6505 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL City VAL JONESBORO ,ESCONDIDO
4784,COL CCN VAL 53043 COL Facility VAL CENTRAL MAINE REHABILITATION CENTER COL Address1 VAL 2181 WEST CITRACADO PARKWAY COL City VAL ESCONDIDO COL State VAL NE COL ZipCode VAL 92029 COL County VAL San Diego COL PhoneNumber VAL (502) 596-6505 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL State VAL NE ,CA
4785,COL CCN VAL 53043 COL Facility VAL CENTRAL MAINE REHABILITATION CENTER COL Address1 VAL 2181 WEST CITRACADO PARKWAY COL City VAL ESCONDIDO COL State VAL CA COL ZipCode VAL 35401 COL County VAL San Diego COL PhoneNumber VAL (502) 596-6505 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL ZipCode VAL 35401 ,92029
4786,COL CCN VAL 53043 COL Facility VAL CENTRAL MAINE REHABILITATION CENTER COL Address1 VAL 2181 WEST CITRACADO PARKWAY COL City VAL ESCONDIDO COL State VAL CA COL ZipCode VAL 92029 COL County VAL San Juan COL PhoneNumber VAL (502) 596-6505 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL County VAL San Juan ,San Diego
4787,COL CCN VAL 53043 COL Facility VAL CENTRAL MAINE REHABILITATION CENTER COL Address1 VAL 2181 WEST CITRACADO PARKWAY COL City VAL ESCONDIDO COL State VAL CA COL ZipCode VAL 92029 COL County VAL San Diego COL PhoneNumber VAL (770) 751-2653 COL CMSRegion VAL 9 COL Condition VAL Stroke ,COL PhoneNumber VAL (770) 751-2653 ,(502) 596-6505
4788,COL CCN VAL 53043 COL Facility VAL CENTRAL MAINE REHABILITATION CENTER COL Address1 VAL 2181 WEST CITRACADO PARKWAY COL City VAL ESCONDIDO COL State VAL CA COL ZipCode VAL 92029 COL County VAL San Diego COL PhoneNumber VAL (502) 596-6505 COL CMSRegion VAL 3 COL Condition VAL Stroke ,COL CMSRegion VAL 3 ,9
4789,COL CCN VAL 53043 COL Facility VAL CENTRAL MAINE REHABILITATION CENTER COL Address1 VAL 2181 WEST CITRACADO PARKWAY COL City VAL ESCONDIDO COL State VAL CA COL ZipCode VAL 92029 COL County VAL San Diego COL PhoneNumber VAL (502) 596-6505 COL CMSRegion VAL 9 COL Condition VAL Hp or femur fracture ,COL Condition VAL Hp or femur fracture ,Stroke
4790,COL CCN VAL 93025 COL Facility VAL BAKERSFIELD REHABILITATION HOSPITAL COL Address1 VAL 4400 KIRKCALDY DR COL City VAL BAKERSFIELD COL State VAL CA COL ZipCode VAL 93306 COL County VAL Kern COL PhoneNumber VAL (661) 871-3911 COL CMSRegion VAL 9 COL Condition VAL Nervous system disorder (excluding stroke) ,COL CCN VAL 93025 ,53044
4791,COL CCN VAL 53044 COL Facility VAL VIA CHRISTI REHAB UNIT COL Address1 VAL 4400 KIRKCALDY DR COL City VAL BAKERSFIELD COL State VAL CA COL ZipCode VAL 93306 COL County VAL Kern COL PhoneNumber VAL (661) 871-3911 COL CMSRegion VAL 9 COL Condition VAL All other conditions ,COL Facility VAL VIA CHRISTI REHAB UNIT ,BAKERSFIELD REHABILITATION HOSPITAL
4792,COL CCN VAL 53044 COL Facility VAL BAKERSFIELD REHABILITATION HOSPITAL COL Address1 VAL 200 ST. CLAIR AVE COL City VAL BAKERSFIELD COL State VAL CA COL ZipCode VAL 93306 COL County VAL Kern COL PhoneNumber VAL (661) 871-3911 COL CMSRegion VAL 9 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL Address1 VAL 200 ST. CLAIR AVE ,4400 KIRKCALDY DR
